"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"CX3CR1.1" 0 -0.562583554641547 0.777 0.82 0 "1" "CX3CR1"
"GRID2.1" 0 -0.568673253069885 0.839 0.872 0 "1" "GRID2"
"AC008050.1.1" 0 -0.585115654319173 0.678 0.728 0 "1" "AC008050.1"
"FOXP2.1" 0 -0.630740164849219 0.687 0.751 0 "1" "FOXP2"
"LINC02712.1" 0 -0.826047202657668 0.734 0.776 0 "1" "LINC02712"
"AC008691.1.1" 0 -0.89102731198153 0.767 0.842 0 "1" "AC008691.1"
"PADI2.1" 6.1357237049757e-305 0.390093960138571 0.841 0.861 1.22714474099514e-301 "1" "PADI2"
"RASGEF1C.1" 7.86693346765359e-295 -0.485362807221477 0.461 0.554 1.57338669353072e-291 "1" "RASGEF1C"
"ATP1B3" 8.80810866360925e-276 0.273489618568488 0.573 0.527 1.76162173272185e-272 "1" "ATP1B3"
"MAFB.1" 3.54705585260914e-271 0.532797354828065 0.664 0.712 7.09411170521828e-268 "1" "MAFB"
"DUSP1.1" 7.58448268397905e-258 0.403151091433237 0.734 0.774 1.51689653679581e-254 "1" "DUSP1"
"AFF3.1" 3.17910735470248e-256 -0.503500692361725 0.692 0.629 6.35821470940497e-253 "1" "AFF3"
"ALCAM" 1.48135696277788e-249 0.311639627182398 0.798 0.809 2.96271392555577e-246 "1" "ALCAM"
"PLCXD3.1" 1.64974984069032e-247 -0.26709578933037 0.57 0.606 3.29949968138063e-244 "1" "PLCXD3"
"PLXNA2" 4.21711025329197e-239 -0.362185715989612 0.541 0.583 8.43422050658394e-236 "1" "PLXNA2"
"TNFAIP2.1" 6.35889815811048e-236 0.285625395892957 0.788 0.817 1.2717796316221e-232 "1" "TNFAIP2"
"MCTP1.1" 7.79285376495253e-221 0.289626726117183 0.641 0.645 1.55857075299051e-217 "1" "MCTP1"
"RPS4X.1" 4.19312178146035e-220 -0.278364509894373 0.597 0.666 8.3862435629207e-217 "1" "RPS4X"
"TTN.1" 4.06077345395436e-215 -0.381877957594074 0.655 0.72 8.12154690790872e-212 "1" "TTN"
"SYNDIG1.1" 6.28251479360803e-198 -0.300932677261926 0.967 0.965 1.25650295872161e-194 "1" "SYNDIG1"
"FOS.1" 4.04254080474822e-197 0.344629819590077 0.795 0.835 8.08508160949643e-194 "1" "FOS"
"UNC5C" 2.55533976492202e-195 -0.358541842263378 0.875 0.868 5.11067952984405e-192 "1" "UNC5C"
"PTCHD4.1" 1.38026368540376e-188 -0.379688438976469 0.603 0.652 2.76052737080751e-185 "1" "PTCHD4"
"SUSD1.1" 3.37861409575402e-187 0.337263744788 0.593 0.571 6.75722819150804e-184 "1" "SUSD1"
"PRKCA.1" 1.91762684379718e-186 -0.375117922429589 0.773 0.76 3.83525368759436e-183 "1" "PRKCA"
"PIP5K1B.1" 2.02727314453277e-186 -0.416905158190776 0.674 0.711 4.05454628906553e-183 "1" "PIP5K1B"
"RGS1" 8.15205730090645e-184 0.33139207938764 0.558 0.54 1.63041146018129e-180 "1" "RGS1"
"LINC02798.1" 2.37660201240312e-168 -0.374515332449196 0.694 0.731 4.75320402480624e-165 "1" "LINC02798"
"LINC02232.1" 7.35617484823043e-165 -0.397617831992873 0.748 0.772 1.47123496964609e-161 "1" "LINC02232"
"MACROD2" 4.68181336680568e-135 -0.251171809467149 0.605 0.674 9.36362673361136e-132 "1" "MACROD2"
"STK32B" 4.57756707534117e-128 -0.25723168635956 0.752 0.797 9.15513415068233e-125 "1" "STK32B"
"KHDRBS3.1" 6.34576057436559e-124 -0.394074111874803 0.764 0.769 1.26915211487312e-120 "1" "KHDRBS3"
"PID1" 5.30917674791533e-122 -0.314496655566723 0.477 0.545 1.06183534958307e-118 "1" "PID1"
"MRC1.1" 5.95162859818447e-121 -0.619746406837047 0.443 0.4 1.19032571963689e-117 "1" "MRC1"
"DPP10.1" 4.6009242769538e-120 -0.483172732843621 0.917 0.928 9.2018485539076e-117 "1" "DPP10"
"SLC7A5.1" 1.1662484197833e-116 0.260692796459904 0.69 0.717 2.33249683956659e-113 "1" "SLC7A5"
"FPR3" 2.16879436044309e-114 0.336257081608539 0.59 0.613 4.33758872088619e-111 "1" "FPR3"
"P2RY12.1" 4.56813391270392e-111 -0.331251537395788 0.877 0.872 9.13626782540784e-108 "1" "P2RY12"
"IFNLR1" 2.91602651179799e-105 0.257006764469672 0.698 0.736 5.83205302359598e-102 "1" "IFNLR1"
"PCDH9.1" 2.96880413540875e-102 -0.460120956234397 0.823 0.839 5.93760827081751e-99 "1" "PCDH9"
"KBTBD12.1" 3.73231027252972e-101 -0.351153099302238 0.745 0.765 7.46462054505944e-98 "1" "KBTBD12"
"AUTS2" 7.59879618839636e-97 -0.277292024248775 0.841 0.865 1.51975923767927e-93 "1" "AUTS2"
"ADAMTS17" 8.98977332670097e-91 0.343836802507009 0.923 0.934 1.79795466534019e-87 "1" "ADAMTS17"
"SSBP2" 1.19579339568939e-75 -0.282472308480878 0.821 0.838 2.39158679137878e-72 "1" "SSBP2"
"NPAS3" 1.44055765205977e-64 -0.267896675660876 0.873 0.889 2.88111530411954e-61 "1" "NPAS3"
"NTRK2.1" 1.99279485126996e-57 -0.259548618834304 0.681 0.699 3.98558970253993e-54 "1" "NTRK2"
"BCL6.1" 4.17170672336783e-56 0.27743831616639 0.585 0.598 8.34341344673567e-53 "1" "BCL6"
"MIR646HG.1" 4.74152545505616e-56 -0.305649182117217 0.718 0.723 9.48305091011232e-53 "1" "MIR646HG"
"GPM6A" 1.3468754940612e-52 -0.323415031826123 0.757 0.776 2.69375098812239e-49 "1" "GPM6A"
"CADM2.1" 3.01301641922992e-52 -0.35233016693727 0.717 0.736 6.02603283845983e-49 "1" "CADM2"
"CTNNA2" 1.70914588309241e-51 -0.367603395619808 0.767 0.784 3.41829176618482e-48 "1" "CTNNA2"
"NEXMIF" 5.89501137716271e-50 -0.265528541634456 0.469 0.498 1.17900227543254e-46 "1" "NEXMIF"
"HTRA1.1" 6.38403280431146e-50 -0.283816411849514 0.722 0.749 1.27680656086229e-46 "1" "HTRA1"
"F13A1.1" 8.06993762046334e-50 -0.79230680841666 0.567 0.633 1.61398752409267e-46 "1" "F13A1"
"NRG3.1" 1.63711598746742e-48 -0.380621579844595 0.832 0.84 3.27423197493483e-45 "1" "NRG3"
"LINC02057.1" 3.17690248196925e-46 -0.31456720312712 0.451 0.44 6.35380496393851e-43 "1" "LINC02057"
"PLXNC1.1" 1.85791554809317e-43 0.338964635094891 0.696 0.773 3.71583109618633e-40 "1" "PLXNC1"
"NRP1.1" 8.15141075706111e-41 -0.361766456954078 0.738 0.783 1.63028215141222e-37 "1" "NRP1"
"LSAMP.1" 9.73192568211643e-40 -0.404656797519316 0.814 0.825 1.94638513642329e-36 "1" "LSAMP"
"RPS15.1" 1.2590108508002e-38 -0.251089367588129 0.456 0.485 2.51802170160039e-35 "1" "RPS15"
"ADGRV1.1" 8.20985080586363e-37 -0.320084111323909 0.753 0.773 1.64197016117273e-33 "1" "ADGRV1"
"RGS16" 3.43098629091907e-35 0.282788731888312 0.818 0.864 6.86197258183813e-32 "1" "RGS16"
"RASSF8.1" 1.17068582785071e-34 -0.271763264927705 0.667 0.674 2.34137165570141e-31 "1" "RASSF8"
"P3H2.1" 1.91496174540093e-34 -0.279448406555096 0.738 0.741 3.82992349080187e-31 "1" "P3H2"
"LRP1B" 4.19569831885666e-34 -0.346783958970624 0.878 0.877 8.39139663771333e-31 "1" "LRP1B"
"IL15.1" 1.34998806279985e-33 0.335989791378951 0.689 0.785 2.69997612559969e-30 "1" "IL15"
"SDCBP.1" 1.81959838157601e-32 0.258723379479772 0.512 0.513 3.63919676315202e-29 "1" "SDCBP"
"MX1" 4.44872374893069e-27 0.256052131943266 0.655 0.683 8.89744749786138e-24 "1" "MX1"
"FTL.1" 4.1155254989895e-25 -0.286408636342264 0.647 0.644 8.23105099797901e-22 "1" "FTL"
"CECR2" 4.46969042891976e-25 -0.371960236303947 0.516 0.534 8.93938085783953e-22 "1" "CECR2"
"SERPINB9.1" 1.40898198472147e-24 -0.280328440788414 0.592 0.613 2.81796396944294e-21 "1" "SERPINB9"
"AP001636.3.1" 6.92417300266105e-23 0.480868529974946 0.588 0.643 1.38483460053221e-19 "1" "AP001636.3"
"DLG2" 8.06059141096423e-23 -0.259262549815726 0.744 0.764 1.61211828219285e-19 "1" "DLG2"
"RPL19.1" 1.18202749877184e-21 -0.399474488291485 0.521 0.532 2.36405499754368e-18 "1" "RPL19"
"BIN1" 7.31323632812325e-21 -0.343061400324571 0.56 0.569 1.46264726562465e-17 "1" "BIN1"
"LINC01091" 1.28361548646699e-20 -0.260310861744146 0.547 0.571 2.56723097293398e-17 "1" "LINC01091"
"C4orf19.1" 7.01080687694434e-20 -0.330211065524521 0.594 0.585 1.40216137538887e-16 "1" "C4orf19"
"MAGI2" 2.0208942532366e-19 -0.261294847149143 0.81 0.789 4.04178850647321e-16 "1" "MAGI2"
"SOX5" 2.17195459172652e-19 -0.306894756912699 0.684 0.641 4.34390918345304e-16 "1" "SOX5"
"KLF12" 3.85350867017856e-19 -0.331763862943964 0.538 0.547 7.70701734035712e-16 "1" "KLF12"
"CACNB4.1" 5.51117782254817e-18 -0.326555105346939 0.476 0.466 1.10223556450963e-14 "1" "CACNB4"
"SMIM35.1" 6.47907958880221e-18 -0.315775279293471 0.511 0.52 1.29581591776044e-14 "1" "SMIM35"
"ERBB4" 1.39174436219315e-17 -0.259445752821501 0.757 0.735 2.7834887243863e-14 "1" "ERBB4"
"PTPN14.1" 1.70595403864202e-15 -0.310500678556218 0.639 0.629 3.41190807728404e-12 "1" "PTPN14"
"PDE4D" 2.77075745758598e-15 -0.28282088994912 0.766 0.77 5.54151491517197e-12 "1" "PDE4D"
"KCNMB2-AS1.1" 2.11485916544885e-08 -0.260309197000076 0.753 0.765 4.22971833089769e-05 "1" "KCNMB2-AS1"
"LYVE1" 3.78173525533918e-06 -0.280807242374005 0.42 0.417 0.00756347051067836 "1" "LYVE1"
"C12orf42" 6.82993592140961e-05 -0.252575936770768 0.564 0.563 0.136598718428192 "1" "C12orf42"
"PPP2R2B.1" 0.000101424624134798 -0.261476464571408 0.748 0.734 0.202849248269597 "1" "PPP2R2B"
"ITGA9.1" 0.0017635005413418 -0.318022443377844 0.619 0.585 1 "1" "ITGA9"
"ADGRB3" 0.0042895716500954 -0.308210460073665 0.617 0.599 1 "1" "ADGRB3"
"DPP10.2" 0 0.890438959211642 0.928 0.924 0 "2" "DPP10"
"LSAMP.2" 0 0.737730952487588 0.835 0.817 0 "2" "LSAMP"
"ADGRV1.2" 0 0.694722835353315 0.806 0.753 0 "2" "ADGRV1"
"NRG3.2" 0 0.689759448526326 0.855 0.831 0 "2" "NRG3"
"NTM.1" 0 0.552085217638016 0.73 0.682 0 "2" "NTM"
"PRKG1.1" 0 0.50966417269531 0.905 0.894 0 "2" "PRKG1"
"CDH20.1" 0 0.47611706966442 0.731 0.645 0 "2" "CDH20"
"AC092691.1.1" 0 0.467711067859027 0.761 0.69 0 "2" "AC092691.1"
"GFAP" 0 0.375484864253019 0.663 0.542 0 "2" "GFAP"
"ADD3" 0 0.371575777488447 0.829 0.745 0 "2" "ADD3"
"ABLIM1" 0 0.369846629735625 0.695 0.575 0 "2" "ABLIM1"
"MEIS2" 0 0.36480923908792 0.862 0.738 0 "2" "MEIS2"
"RFX4" 0 0.330655594297627 0.762 0.682 0 "2" "RFX4"
"GPM6B" 0 0.325784858132413 0.697 0.638 0 "2" "GPM6B"
"CDC42BPA" 0 0.323946074608359 0.763 0.691 0 "2" "CDC42BPA"
"MAST4" 0 0.317761798019376 0.823 0.772 0 "2" "MAST4"
"AC073050.1" 0 0.315077739166884 0.785 0.688 0 "2" "AC073050.1"
"SLC14A1" 0 0.314564161162664 0.664 0.548 0 "2" "SLC14A1"
"GPC6" 0 0.310955724874184 0.913 0.915 0 "2" "GPC6"
"GPC5" 0 0.295090400340286 0.549 0.67 0 "2" "GPC5"
"TENM2" 0 0.275463883620292 0.767 0.67 0 "2" "TENM2"
"PARD3" 0 0.27193808469021 0.705 0.799 0 "2" "PARD3"
"HPSE2" 0 0.253540090343065 0.772 0.724 0 "2" "HPSE2"
"ANKH" 0 -0.25497133402718 0.628 0.746 0 "2" "ANKH"
"FRMD4B.2" 0 -0.259696984351613 0.903 0.939 0 "2" "FRMD4B"
"AC066613.2.1" 0 -0.259738285506893 0.724 0.764 0 "2" "AC066613.2"
"FOS.2" 0 -0.261648580089729 0.819 0.825 0 "2" "FOS"
"PLD1.1" 0 -0.263442261770866 0.806 0.865 0 "2" "PLD1"
"XKR6" 0 -0.26613724108882 0.416 0.663 0 "2" "XKR6"
"FCGR2A.1" 0 -0.272550044533704 0.595 0.629 0 "2" "FCGR2A"
"ABCA1.1" 0 -0.272873286023994 0.627 0.675 0 "2" "ABCA1"
"XYLT1.2" 0 -0.27431564955128 0.845 0.876 0 "2" "XYLT1"
"SCIN.2" 0 -0.286624170534049 0.551 0.674 0 "2" "SCIN"
"TTN.2" 0 -0.28840737917491 0.831 0.655 0 "2" "TTN"
"RASGRP3.1" 0 -0.288473807756137 0.47 0.617 0 "2" "RASGRP3"
"RASGEF1B.2" 0 -0.291479565616465 0.562 0.702 0 "2" "RASGEF1B"
"DAPK1.1" 0 -0.29587473433647 0.635 0.712 0 "2" "DAPK1"
"MCTP1.2" 0 -0.296924198701701 0.751 0.606 0 "2" "MCTP1"
"SAMD4A.2" 0 -0.302331202815578 0.8 0.848 0 "2" "SAMD4A"
"MAMDC2" 0 -0.303581617694352 0.701 0.818 0 "2" "MAMDC2"
"ZNF804A.2" 0 -0.327411399997027 0.594 0.741 0 "2" "ZNF804A"
"TRPS1" 0 -0.327469739208403 0.654 0.801 0 "2" "TRPS1"
"SAMSN1.1" 0 -0.332189463528624 0.682 0.807 0 "2" "SAMSN1"
"ELL2.1" 0 -0.335787317448623 0.725 0.829 0 "2" "ELL2"
"SH3PXD2A.2" 0 -0.337375795200462 0.802 0.843 0 "2" "SH3PXD2A"
"SELENOP.2" 0 -0.339973887553296 0.376 0.529 0 "2" "SELENOP"
"GAS7.2" 0 -0.341075998657276 0.842 0.846 0 "2" "GAS7"
"EDA" 0 -0.343035083876 0.608 0.725 0 "2" "EDA"
"HIF1A" 0 -0.346062949968567 0.635 0.781 0 "2" "HIF1A"
"WIPF3.2" 0 -0.360653475793298 0.907 0.933 0 "2" "WIPF3"
"MRC1.2" 0 -0.364452149397129 0.312 0.449 0 "2" "MRC1"
"PEAK1" 0 -0.370466685251389 0.658 0.795 0 "2" "PEAK1"
"CDK6" 0 -0.374999678593455 0.532 0.741 0 "2" "CDK6"
"ITSN1" 0 -0.375198862438579 0.616 0.729 0 "2" "ITSN1"
"SPP1.2" 0 -0.378712931577674 0.83 0.879 0 "2" "SPP1"
"IFI44L.2" 0 -0.390990400649255 0.769 0.818 0 "2" "IFI44L"
"SLC38A6.1" 0 -0.402648157403636 0.666 0.715 0 "2" "SLC38A6"
"ASAP1.2" 0 -0.40474186216253 0.776 0.836 0 "2" "ASAP1"
"MITF.2" 0 -0.40632873677992 0.787 0.806 0 "2" "MITF"
"MAN1A1" 0 -0.40955242397915 0.546 0.708 0 "2" "MAN1A1"
"HRH1.1" 0 -0.420262694038724 0.726 0.77 0 "2" "HRH1"
"PPARG.2" 0 -0.438691843728964 0.693 0.814 0 "2" "PPARG"
"FTL.2" 0 -0.43901966910641 0.554 0.677 0 "2" "FTL"
"EYA2.2" 0 -0.440327996860846 0.9 0.899 0 "2" "EYA2"
"HS3ST2.1" 0 -0.456475197232929 0.638 0.767 0 "2" "HS3ST2"
"MSR1.2" 0 -0.464288933621131 0.642 0.762 0 "2" "MSR1"
"AFF3.2" 0 -0.483962562999329 0.554 0.681 0 "2" "AFF3"
"STARD13.2" 0 -0.507979088677554 0.81 0.872 0 "2" "STARD13"
"CD83.2" 0 -0.551971829111157 0.901 0.913 0 "2" "CD83"
"SIGLEC1.1" 0 -0.561923945944252 0.865 0.849 0 "2" "SIGLEC1"
"SRGN.2" 0 -0.592146580780591 0.812 0.88 0 "2" "SRGN"
"MYO1E.2" 0 -0.678721514069383 0.898 0.919 0 "2" "MYO1E"
"DPYD.2" 0 -0.712173337410845 0.787 0.873 0 "2" "DPYD"
"IQGAP2.1" 0 -0.79257671095782 0.615 0.642 0 "2" "IQGAP2"
"TPRG1.2" 0 -0.882781688097507 0.82 0.859 0 "2" "TPRG1"
"SPATS2L.1" 7.28074440597695e-292 -0.261459189432753 0.656 0.676 1.45614888119539e-288 "2" "SPATS2L"
"SOX5.1" 3.79520668886493e-269 0.29849506781609 0.581 0.68 7.59041337772986e-266 "2" "SOX5"
"KAZN" 3.26089764785703e-263 0.269504420164 0.66 0.745 6.52179529571405e-260 "2" "KAZN"
"LGMN.1" 4.84545905765542e-252 -0.331012091964389 0.44 0.504 9.69091811531083e-249 "2" "LGMN"
"RORA.1" 4.64727764521843e-250 0.438037186286096 0.792 0.851 9.29455529043686e-247 "2" "RORA"
"WWP1.1" 5.6107883354736e-235 -0.321689420923599 0.575 0.608 1.12215766709472e-231 "2" "WWP1"
"GABRB1" 3.27223197010335e-204 0.260271418768358 0.622 0.697 6.54446394020669e-201 "2" "GABRB1"
"CPM.2" 6.22994903758288e-203 -0.259846198844697 0.607 0.632 1.24598980751658e-199 "2" "CPM"
"RGL1.1" 4.61036043869514e-192 -0.331425995035832 0.608 0.633 9.22072087739027e-189 "2" "RGL1"
"PPP2R2B.2" 2.03756019800374e-190 0.525227151072534 0.752 0.734 4.07512039600748e-187 "2" "PPP2R2B"
"ARHGAP18.1" 4.48287573575742e-179 -0.258152813765071 0.664 0.667 8.96575147151483e-176 "2" "ARHGAP18"
"FBXL7" 1.34867273566981e-176 0.258118460611094 0.737 0.8 2.69734547133962e-173 "2" "FBXL7"
"RANBP3L" 1.43725779627403e-159 0.261925425332359 0.579 0.542 2.87451559254807e-156 "2" "RANBP3L"
"GPNMB.2" 6.54975930480815e-159 -0.281964576648368 0.852 0.823 1.30995186096163e-155 "2" "GPNMB"
"SLC4A4" 4.64986642729397e-154 0.444677670655432 0.92 0.914 9.29973285458794e-151 "2" "SLC4A4"
"ARID5B.2" 3.07788970430826e-144 -0.262849666200677 0.854 0.83 6.15577940861651e-141 "2" "ARID5B"
"COLEC12.1" 1.26384892545662e-143 -0.516320935451804 0.837 0.823 2.52769785091324e-140 "2" "COLEC12"
"BIN1.1" 8.47079886439671e-107 0.293157776556243 0.509 0.587 1.69415977287934e-103 "2" "BIN1"
"PCDH9.2" 1.17122746417278e-106 0.691346871472484 0.831 0.835 2.34245492834556e-103 "2" "PCDH9"
"LRP1B.1" 3.03412664139471e-100 0.414633413996236 0.842 0.889 6.06825328278943e-97 "2" "LRP1B"
"FGF13.2" 3.50870670108011e-87 -0.617003806429792 0.653 0.632 7.01741340216022e-84 "2" "FGF13"
"NEBL" 2.80502702089375e-84 0.363595789090798 0.685 0.731 5.6100540417875e-81 "2" "NEBL"
"F13A1.2" 4.47786935410638e-82 -1.03523650872775 0.68 0.59 8.95573870821277e-79 "2" "F13A1"
"HS3ST4" 1.20600732989242e-79 0.342109326992561 0.934 0.951 2.41201465978485e-76 "2" "HS3ST4"
"NPAS3.1" 2.16842525075738e-77 0.291254851472075 0.865 0.891 4.33685050151476e-74 "2" "NPAS3"
"LILRB5.1" 6.40393542319639e-73 -0.264490049581513 0.664 0.656 1.28078708463928e-69 "2" "LILRB5"
"CTNND2.1" 1.7777145242753e-70 0.440698167257725 0.733 0.715 3.5554290485506e-67 "2" "CTNND2"
"RYR3" 2.67159615453205e-68 0.371661782273286 0.573 0.543 5.3431923090641e-65 "2" "RYR3"
"ADCY2" 5.91524269403723e-54 0.323418350918854 0.608 0.654 1.18304853880745e-50 "2" "ADCY2"
"SYT1" 2.04458315833072e-49 0.262156013873442 0.657 0.64 4.08916631666144e-46 "2" "SYT1"
"ATP1A2" 5.3826337690273e-38 0.369956151634906 0.714 0.768 1.07652675380546e-34 "2" "ATP1A2"
"GPM6A.1" 2.53080044886796e-33 0.457582646370505 0.727 0.786 5.06160089773592e-30 "2" "GPM6A"
"NCAM2" 3.90733868392798e-27 0.299061664632636 0.618 0.661 7.81467736785596e-24 "2" "NCAM2"
"PRDM11.2" 4.91260471981246e-26 0.265758962440205 0.704 0.679 9.82520943962492e-23 "2" "PRDM11"
"FOXP2.2" 2.66446107643679e-24 0.30487142879349 0.685 0.749 5.32892215287358e-21 "2" "FOXP2"
"SYNDIG1.2" 4.77849981684114e-23 0.271055407501287 0.969 0.964 9.55699963368228e-20 "2" "SYNDIG1"
"CADM2.2" 7.3619764932949e-22 0.557477590468483 0.732 0.729 1.47239529865898e-18 "2" "CADM2"
"SLC1A2.1" 2.1119403346446e-21 0.513563860161919 0.634 0.695 4.2238806692892e-18 "2" "SLC1A2"
"TRPM3" 3.83333701198045e-21 0.299621882576598 0.735 0.766 7.66667402396089e-18 "2" "TRPM3"
"NRXN1.1" 2.54392689799135e-18 0.515592254321821 0.738 0.783 5.0878537959827e-15 "2" "NRXN1"
"ADGRB3.1" 4.60857795076851e-14 0.31891896130122 0.589 0.609 9.21715590153703e-11 "2" "ADGRB3"
"SORBS1" 6.26449015927159e-14 0.386042939742794 0.756 0.783 1.25289803185432e-10 "2" "SORBS1"
"FAM155A" 2.60018519480046e-13 0.369974121758388 0.78 0.78 5.20037038960091e-10 "2" "FAM155A"
"NTRK2.2" 1.42414141571017e-09 0.417666035233986 0.685 0.696 2.84828283142035e-06 "2" "NTRK2"
"MAPK10" 1.90020890107582e-09 0.298502090043955 0.675 0.698 3.80041780215165e-06 "2" "MAPK10"
"AP001636.3.2" 1.18411560165295e-08 -0.251273895260018 0.653 0.617 2.3682312033059e-05 "2" "AP001636.3"
"LHFPL2" 6.47381415193996e-08 0.265478390839768 0.882 0.912 0.000129476283038799 "2" "LHFPL2"
"NKAIN3" 1.0304500963085e-07 0.286713868996148 0.671 0.694 0.0002060900192617 "2" "NKAIN3"
"ERBB4.1" 3.82829206712969e-06 0.450310624080809 0.707 0.754 0.00765658413425939 "2" "ERBB4"
"CTNNA2.1" 1.87567655068719e-05 0.571644908525572 0.759 0.786 0.0375135310137437 "2" "CTNNA2"
"DIRC3.2" 0.000952238758032556 -0.414393932649139 0.742 0.69 1 "2" "DIRC3"
"DLG2.1" 0.00113330297577633 0.284486690306355 0.765 0.756 1 "2" "DLG2"
"FMN2" 0.00430729757830709 0.325866592311483 0.681 0.698 1 "2" "FMN2"
"OBI1-AS1" 0.00778874092113074 0.264343348713951 0.631 0.646 1 "2" "OBI1-AS1"
"FTL.3" 0 2.54648420964018 0.905 0.631 0 "3" "FTL"
"RPL19.2" 0 2.35267561397638 0.838 0.513 0 "3" "RPL19"
"RPS4X.2" 0 1.95724691596114 0.906 0.631 0 "3" "RPS4X"
"RPS15.2" 0 1.81680243525835 0.712 0.464 0 "3" "RPS15"
"RPS8" 0 1.797622852991 0.739 0.443 0 "3" "RPS8"
"RPL11.1" 0 1.7862102639716 0.734 0.426 0 "3" "RPL11"
"RPLP2.1" 0 1.78088397485841 0.834 0.575 0 "3" "RPLP2"
"RPL28.1" 0 1.65172641988895 0.776 0.521 0 "3" "RPL28"
"RPS11.1" 0 1.54611417233832 0.751 0.506 0 "3" "RPS11"
"RPS27A.1" 0 1.51363159831099 0.759 0.578 0 "3" "RPS27A"
"ATP5F1E" 0 1.43866861483983 0.735 0.428 0 "3" "ATP5F1E"
"RPL37A" 0 1.43652615696844 0.799 0.541 0 "3" "RPL37A"
"RPS6.1" 0 1.40510221593209 0.718 0.482 0 "3" "RPS6"
"RPS24" 0 1.34119218944843 0.707 0.592 0 "3" "RPS24"
"FTH1.1" 0 1.30521836892327 0.772 0.607 0 "3" "FTH1"
"TMSB10" 0 1.30007172061321 0.7 0.538 0 "3" "TMSB10"
"RPS25" 0 1.26142339530042 0.703 0.519 0 "3" "RPS25"
"TMSB4X" 0 0.965986217840367 0.824 0.693 0 "3" "TMSB4X"
"RPL41" 0 0.698855743274792 0.683 0.517 0 "3" "RPL41"
"A2M" 0 0.608510346292044 0.954 0.808 0 "3" "A2M"
"IFI44L.3" 0 0.51443684333686 0.955 0.797 0 "3" "IFI44L"
"HIBADH" 0 0.486446015960422 0.947 0.728 0 "3" "HIBADH"
"STEAP1B" 0 0.454523043316625 0.872 0.754 0 "3" "STEAP1B"
"TNIK" 0 0.449558491286206 0.882 0.576 0 "3" "TNIK"
"FAR2" 0 0.408677981386425 0.909 0.756 0 "3" "FAR2"
"AC113414.1" 0 0.303010732724437 0.854 0.511 0 "3" "AC113414.1"
"CRADD" 0 0.300109917498545 0.911 0.678 0 "3" "CRADD"
"ZNF438" 0 0.300054087805203 0.909 0.672 0 "3" "ZNF438"
"MAMDC2.1" 0 0.296288413999862 0.88 0.782 0 "3" "MAMDC2"
"AL355838.1" 0 0.292692497540287 0.85 0.543 0 "3" "AL355838.1"
"NEDD9.1" 0 0.278109898903818 0.863 0.696 0 "3" "NEDD9"
"HIVEP2" 0 0.266232538705309 0.802 0.511 0 "3" "HIVEP2"
"LINC01605" 0 0.264744954488361 0.92 0.68 0 "3" "LINC01605"
"ANKS1B" 0 -0.255671236155963 0.61 0.725 0 "3" "ANKS1B"
"GSTCD" 0 -0.269440880680198 0.406 0.632 0 "3" "GSTCD"
"CECR2.1" 0 -0.295069145941748 0.351 0.538 0 "3" "CECR2"
"EPM2A" 0 -0.305223769226388 0.352 0.579 0 "3" "EPM2A"
"GPNMB.3" 0 -0.324386960256967 0.704 0.837 0 "3" "GPNMB"
"AC090517.4" 0 -0.32645995865923 0.62 0.743 0 "3" "AC090517.4"
"VAV3.1" 0 -0.328455957910569 0.564 0.669 0 "3" "VAV3"
"SIGLEC1.2" 0 -0.349985630086774 0.955 0.848 0 "3" "SIGLEC1"
"TTN.3" 0 -0.355703724634511 0.574 0.708 0 "3" "TTN"
"ABCC3.2" 0 -0.361069258655661 0.843 0.83 0 "3" "ABCC3"
"COLEC12.2" 0 -0.378682997709899 0.954 0.82 0 "3" "COLEC12"
"AC008014.1.1" 0 -0.401535733156342 0.869 0.921 0 "3" "AC008014.1"
"CENPP" 0 -0.459740557655666 0.553 0.711 0 "3" "CENPP"
"TCF7L2" 0 -0.495672430751509 0.422 0.635 0 "3" "TCF7L2"
"BDNF-AS" 7.50787632272053e-291 0.475756227731173 0.709 0.651 1.50157526454411e-287 "3" "BDNF-AS"
"MS4A6A" 1.73513399858007e-290 0.302499593111614 0.81 0.641 3.47026799716014e-287 "3" "MS4A6A"
"RPL10" 3.24153386072118e-284 0.567460182143215 0.623 0.449 6.48306772144236e-281 "3" "RPL10"
"MIR646HG.2" 2.58829725675741e-276 0.598958294998242 0.9 0.712 5.17659451351482e-273 "3" "MIR646HG"
"HIF1A.1" 6.70595912219387e-270 0.370659810175347 0.868 0.736 1.34119182443877e-266 "3" "HIF1A"
"NTM.2" 1.23843810046425e-265 -0.354539175074443 0.606 0.7 2.4768762009285e-262 "3" "NTM"
"PLAUR.1" 1.67959329157659e-251 -0.286974854026359 0.533 0.651 3.35918658315318e-248 "3" "PLAUR"
"HS3ST2.2" 6.32018967225204e-242 -0.415073109068486 0.704 0.735 1.26403793445041e-238 "3" "HS3ST2"
"PLAGL1" 9.16419048301301e-237 -0.351499039255428 0.489 0.625 1.8328380966026e-233 "3" "PLAGL1"
"BIN1.2" 1.4081079177018e-235 0.37643913084853 0.759 0.556 2.81621583540359e-232 "3" "BIN1"
"SUSD1.2" 3.32791779466324e-232 -0.252946290286011 0.458 0.584 6.65583558932648e-229 "3" "SUSD1"
