"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"LIPE-AS1" 2.34967808166672e-231 -0.256108431963045 0.544 0.666 4.69935616333343e-228 "3" "LIPE-AS1"
"ELL2.2" 3.28129623015658e-226 0.396978948977753 0.915 0.796 6.56259246031315e-223 "3" "ELL2"
"CACNA1D" 3.07638719958612e-215 -0.582946755456353 0.85 0.907 6.15277439917225e-212 "3" "CACNA1D"
"UST" 2.71256413478041e-208 -0.375286158242231 0.564 0.693 5.42512826956081e-205 "3" "UST"
"PSTPIP2" 6.85654718022549e-195 0.254751237990485 0.622 0.455 1.3713094360451e-191 "3" "PSTPIP2"
"LINC02328" 7.85190959920497e-194 -0.28614626753886 0.573 0.675 1.57038191984099e-190 "3" "LINC02328"
"GTDC1" 2.3829242266348e-178 -0.352243914848034 0.526 0.656 4.76584845326959e-175 "3" "GTDC1"
"XACT.1" 1.98407251052154e-171 -0.28135569466863 0.421 0.537 3.96814502104308e-168 "3" "XACT"
"SMYD3" 2.51340181984377e-171 0.353120980700721 0.943 0.826 5.02680363968754e-168 "3" "SMYD3"
"GAS7.3" 1.62850897966405e-164 -0.573856644822518 0.769 0.849 3.2570179593281e-161 "3" "GAS7"
"DPH6" 5.69135679435239e-158 -0.306396902479238 0.61 0.708 1.13827135887048e-154 "3" "DPH6"
"HIVEP3.1" 6.13102227044616e-135 0.343098015470251 0.905 0.805 1.22620445408923e-131 "3" "HIVEP3"
"ADARB1.1" 1.57900428546551e-132 -0.265540404489191 0.767 0.779 3.15800857093103e-129 "3" "ADARB1"
"SLC38A6.2" 1.10888706910062e-131 -0.371393360019582 0.68 0.703 2.21777413820124e-128 "3" "SLC38A6"
"DSCAM.1" 3.17794043799469e-128 0.307725695570237 0.958 0.861 6.35588087598937e-125 "3" "DSCAM"
"FGF13.3" 5.19280534504982e-124 -0.504828966111828 0.6 0.639 1.03856106900996e-120 "3" "FGF13"
"MCTP1.3" 7.21466094209298e-123 -0.328111552898499 0.587 0.647 1.4429321884186e-119 "3" "MCTP1"
"PDGFC" 9.07367862531061e-116 -0.380846413002967 0.656 0.722 1.81473572506212e-112 "3" "PDGFC"
"TRAF3.1" 4.14474023006435e-112 -0.32490341983373 0.623 0.7 8.2894804601287e-109 "3" "TRAF3"
"CACNA1A" 1.97368723542832e-106 0.27306426702741 0.821 0.762 3.94737447085665e-103 "3" "CACNA1A"
"PTPRG.2" 1.39100285936615e-96 -0.657109586970968 0.903 0.906 2.7820057187323e-93 "3" "PTPRG"
"AC008050.1.2" 1.11499100993995e-93 -0.457973181831495 0.677 0.715 2.22998201987991e-90 "3" "AC008050.1"
"MECOM" 2.43434739541997e-92 0.296448321015419 0.642 0.652 4.86869479083993e-89 "3" "MECOM"
"HRH1.2" 1.05658982327855e-83 -0.355043055657901 0.855 0.753 2.11317964655709e-80 "3" "HRH1"
"RPLP1" 2.95600752354511e-82 0.885559326503211 0.546 0.385 5.91201504709021e-79 "3" "RPLP1"
"IRF8" 5.47265922897781e-78 -0.251165954022197 0.667 0.74 1.09453184579556e-74 "3" "IRF8"
"FOXP2.3" 3.20292978818101e-74 -0.365892241439219 0.677 0.735 6.40585957636202e-71 "3" "FOXP2"
"NCK2.1" 4.89727027138545e-73 0.253916628808214 0.789 0.719 9.7945405427709e-70 "3" "NCK2"
"EEF1A1" 7.71473948573862e-72 0.597670526417424 0.546 0.442 1.54294789714772e-68 "3" "EEF1A1"
"STARD13.3" 2.16338887174546e-71 -0.329800691337129 0.921 0.852 4.32677774349093e-68 "3" "STARD13"
"AC007262.2" 7.17146192754516e-68 -0.251333665116222 0.669 0.692 1.43429238550903e-64 "3" "AC007262.2"
"C22orf34" 1.02680537546583e-65 -0.252828328544852 0.853 0.879 2.05361075093166e-62 "3" "C22orf34"
"ADD3.1" 2.92331225997514e-65 -0.257491037230428 0.792 0.765 5.84662451995029e-62 "3" "ADD3"
"KCNIP1.1" 7.01631119383332e-64 -0.40758612065328 0.692 0.75 1.40326223876666e-60 "3" "KCNIP1"
"TPT1" 2.01199946738747e-62 0.711326267542284 0.575 0.51 4.02399893477493e-59 "3" "TPT1"
"CAMK2D.1" 3.1416899349588e-59 -0.328337448434628 0.695 0.761 6.28337986991759e-56 "3" "CAMK2D"
"SH3PXD2A.3" 3.47193390385335e-59 -0.432592097621869 0.861 0.831 6.94386780770669e-56 "3" "SH3PXD2A"
"AFF3.3" 2.75323559017746e-54 -0.497557056103215 0.776 0.641 5.50647118035492e-51 "3" "AFF3"
"ARHGAP6" 1.6807305520503e-53 -0.30772607493301 0.694 0.734 3.3614611041006e-50 "3" "ARHGAP6"
"HIP1" 9.54908256758581e-51 -0.254775735995419 0.58 0.601 1.90981651351716e-47 "3" "HIP1"
"SPATS2L.2" 3.22719776031097e-50 -0.369850549086145 0.651 0.672 6.45439552062194e-47 "3" "SPATS2L"
"ST7" 4.44069993307919e-49 -0.267653838024335 0.75 0.741 8.88139986615838e-46 "3" "ST7"
"PITPNC1" 8.90418695833593e-48 -0.306417384742917 0.685 0.717 1.78083739166719e-44 "3" "PITPNC1"
"CTNND2.2" 1.65721231372763e-46 -0.323487801854653 0.728 0.72 3.31442462745526e-43 "3" "CTNND2"
"LHFPL2.1" 2.82978657790551e-44 -0.332594955852316 0.882 0.905 5.65957315581102e-41 "3" "LHFPL2"
"WIPF3.3" 6.49563621337769e-42 -0.325407796426413 0.966 0.924 1.29912724267554e-38 "3" "WIPF3"
"MITF.3" 2.45253363213581e-38 -0.297210201240154 0.769 0.802 4.90506726427162e-35 "3" "MITF"
"AC087564.1" 3.34932873056269e-37 -0.305206335111302 0.669 0.701 6.69865746112537e-34 "3" "AC087564.1"
"ITSN1.1" 8.71978629295246e-36 -0.503718345029385 0.687 0.7 1.74395725859049e-32 "3" "ITSN1"
"APOC1" 8.73589302826775e-35 0.416999378568933 0.529 0.632 1.74717860565355e-31 "3" "APOC1"
"ST6GALNAC3.2" 9.18221817581621e-34 -0.298315454382265 0.881 0.872 1.83644363516324e-30 "3" "ST6GALNAC3"
"HIST1H2AC.1" 1.3824529010407e-32 -0.263553887473474 0.605 0.629 2.7649058020814e-29 "3" "HIST1H2AC"
"PRKCB" 1.55218326356784e-30 -0.291107320314005 0.778 0.807 3.10436652713568e-27 "3" "PRKCB"
"FMN1" 2.87401623129293e-26 -0.319464915113303 0.724 0.748 5.74803246258585e-23 "3" "FMN1"
"PELI1.1" 9.61263295162066e-25 -0.270579206150624 0.709 0.73 1.92252659032413e-21 "3" "PELI1"
"DAPK1.2" 2.93645382296907e-20 -0.317665243391766 0.677 0.692 5.87290764593815e-17 "3" "DAPK1"
"EYA2.3" 6.76243805755065e-20 -0.496109213301691 0.945 0.897 1.35248761151013e-16 "3" "EYA2"
"CD83.3" 1.72038341384385e-19 -0.484170804524341 0.963 0.907 3.44076682768771e-16 "3" "CD83"
"MERTK" 1.11132674574688e-18 -0.269903333934608 0.833 0.84 2.22265349149376e-15 "3" "MERTK"
"TMEM163.1" 1.88788711103545e-17 0.269585025844985 0.598 0.558 3.7757742220709e-14 "3" "TMEM163"
"RGL1.2" 3.61352638866034e-15 -0.354420076812353 0.619 0.627 7.22705277732068e-12 "3" "RGL1"
"LITAF.2" 6.01240178006636e-15 -0.272307414886795 0.713 0.733 1.20248035601327e-11 "3" "LITAF"
"ERC2" 1.33673587034112e-14 0.302348568265018 0.481 0.389 2.67347174068225e-11 "3" "ERC2"
"LGMN.2" 1.62549145354487e-13 -0.381087291508501 0.505 0.486 3.25098290708973e-10 "3" "LGMN"
"TANC2.1" 3.20572302156956e-13 -0.255007776924313 0.856 0.86 6.41144604313913e-10 "3" "TANC2"
"F13A1.3" 6.81123877770718e-13 -0.813580408536224 0.673 0.61 1.36224775554144e-09 "3" "F13A1"
"CHSY3.1" 9.83725306901284e-12 -0.318347522394793 0.817 0.818 1.96745061380257e-08 "3" "CHSY3"
"PTPRM" 1.59834483932325e-11 -0.299368650123624 0.831 0.817 3.1966896786465e-08 "3" "PTPRM"
"GRID2.2" 3.83635927236824e-10 -0.264350291825935 0.895 0.86 7.67271854473649e-07 "3" "GRID2"
"MRC1.3" 8.88605601223313e-10 -0.379983827774582 0.431 0.412 1.77721120244663e-06 "3" "MRC1"
"RPL32" 1.21539534371616e-09 0.891560540205152 0.526 0.512 2.43079068743232e-06 "3" "RPL32"
"PRDM11.3" 6.01709777492828e-08 -0.273366304934959 0.795 0.68 0.000120341955498566 "3" "PRDM11"
"PPP2R2B.3" 7.79510699339625e-08 -0.250584161318234 0.758 0.737 0.000155902139867925 "3" "PPP2R2B"
"SELENOP.3" 3.44064378665928e-07 -0.300047604733276 0.511 0.488 0.000688128757331856 "3" "SELENOP"
"AC009093.2" 4.2377174373742e-06 -0.271690646402537 0.861 0.823 0.00847543487474841 "3" "AC009093.2"
"IQGAP2.2" 1.94779760028401e-05 -0.658493828231119 0.667 0.633 0.0389559520056802 "3" "IQGAP2"
"XYLT1.3" 2.13407467301983e-05 -0.272860358581934 0.896 0.867 0.0426814934603966 "3" "XYLT1"
"NRG3.3" 3.10073927224981e-05 -0.269060849129559 0.867 0.836 0.0620147854449962 "3" "NRG3"
"PDE4B.2" 3.8487873424579e-05 -0.27921510342274 0.712 0.681 0.0769757468491581 "3" "PDE4B"
"DIRC3.3" 0.003067773753665 -0.331434485414279 0.742 0.702 1 "3" "DIRC3"
"HSP90AA1.1" 0.00516304373767063 -0.281806206386697 0.733 0.723 1 "3" "HSP90AA1"
"F13A1.4" 0 3.99292707441491 0.88 0.6 0 "4" "F13A1"
"FGF13.4" 0 3.1119711080448 0.823 0.628 0 "4" "FGF13"
"IQGAP2.3" 0 2.98718333525099 0.879 0.622 0 "4" "IQGAP2"
"AFF3.4" 0 2.77184820054023 0.833 0.638 0 "4" "AFF3"
"COLEC12.3" 0 2.72740899244906 0.781 0.829 0 "4" "COLEC12"
"MRC1.4" 0 2.52663449471917 0.767 0.395 0 "4" "MRC1"
"SIGLEC1.3" 0 2.50420489348893 0.846 0.854 0 "4" "SIGLEC1"
"HS3ST2.3" 0 2.4767112877629 0.855 0.727 0 "4" "HS3ST2"
"TTN.4" 0 2.40707355006557 0.888 0.691 0 "4" "TTN"
"NRP1.2" 0 2.32726134917805 0.886 0.763 0 "4" "NRP1"
"SELENOP.4" 0 2.28558169862233 0.71 0.478 0 "4" "SELENOP"
"ITSN1.2" 0 2.27217411371649 0.865 0.691 0 "4" "ITSN1"
"HRH1.3" 0 2.22078428304155 0.824 0.755 0 "4" "HRH1"
"RGL1.3" 0 2.14911300539355 0.752 0.62 0 "4" "RGL1"
"DAPK1.3" 0 1.99896123255489 0.738 0.689 0 "4" "DAPK1"
"LGMN.3" 0 1.9721669226714 0.757 0.473 0 "4" "LGMN"
"LILRB5.2" 0 1.93651819468548 0.786 0.651 0 "4" "LILRB5"
"WWP1.2" 0 1.92352063947419 0.779 0.59 0 "4" "WWP1"
"RTN1.1" 0 1.91739451170433 0.783 0.618 0 "4" "RTN1"
"SLC38A6.3" 0 1.77818828789193 0.873 0.693 0 "4" "SLC38A6"
"STARD13.4" 0 1.76896846988797 0.84 0.857 0 "4" "STARD13"
"SRGN.3" 0 1.76760396072641 0.923 0.859 0 "4" "SRGN"
"PID1.1" 0 1.71147926323722 0.676 0.517 0 "4" "PID1"
"DIRC3.4" 0 1.69221227384654 0.781 0.7 0 "4" "DIRC3"
"MPPED2.2" 0 1.62437056635034 0.841 0.716 0 "4" "MPPED2"
"CCDC170.1" 0 1.5947222304152 0.855 0.684 0 "4" "CCDC170"
"MARCO" 0 1.58414486635661 0.713 0.744 0 "4" "MARCO"
"FAM20A.1" 0 1.55067556588725 0.717 0.499 0 "4" "FAM20A"
"MAN1A1.1" 0 1.46358841186436 0.72 0.663 0 "4" "MAN1A1"
"ABCA1.2" 0 1.43667838926531 0.727 0.659 0 "4" "ABCA1"
"FCGR2A.2" 0 1.3521540322742 0.82 0.61 0 "4" "FCGR2A"
"FCGR2B" 0 1.29730589306736 0.843 0.67 0 "4" "FCGR2B"
"DOCK1.1" 0 1.27026319963934 0.821 0.694 0 "4" "DOCK1"
"TRPS1.1" 0 1.26408935623955 0.839 0.759 0 "4" "TRPS1"
"CR1" 0 1.23604552235906 0.629 0.48 0 "4" "CR1"
"CCSER1" 0 1.22836164925311 0.852 0.701 0 "4" "CCSER1"
"HSPB1.1" 0 1.22527207865601 0.693 0.525 0 "4" "HSPB1"
"FRMD4B.3" 0 1.22398985147061 0.957 0.928 0 "4" "FRMD4B"
"ATP10A" 0 1.17095549457793 0.873 0.603 0 "4" "ATP10A"
"SPATS2L.3" 0 1.1696371558038 0.799 0.664 0 "4" "SPATS2L"
"CD36" 0 1.16221579962637 0.798 0.495 0 "4" "CD36"
"HERPUD1.1" 0 1.15598802057118 0.869 0.602 0 "4" "HERPUD1"
"MSR1.3" 0 1.08887173660422 0.898 0.722 0 "4" "MSR1"
"ABCA9" 0 1.05938277103267 0.836 0.807 0 "4" "ABCA9"
"GNG2" 0 1.0506906258076 0.703 0.555 0 "4" "GNG2"
"CD200R1" 0 1.04842703205153 0.85 0.69 0 "4" "CD200R1"
"KCNAB1.1" 0 0.97483801614268 0.709 0.672 0 "4" "KCNAB1"
"CCDC141" 0 0.94493780342495 0.877 0.678 0 "4" "CCDC141"
"ITGA4" 0 0.922607232901819 0.865 0.681 0 "4" "ITGA4"
"RPH3AL" 0 0.918637790525716 0.642 0.49 0 "4" "RPH3AL"
"ME1" 0 0.90800510513571 0.725 0.763 0 "4" "ME1"
"INSIG1" 0 0.880886477178791 0.842 0.59 0 "4" "INSIG1"
"GADD45B" 0 0.846256665274988 0.64 0.515 0 "4" "GADD45B"
"DPYD.3" 0 0.84453963681666 0.877 0.849 0 "4" "DPYD"
"ABCA6" 0 0.798311628994518 0.843 0.61 0 "4" "ABCA6"
"SULF2" 0 0.783692257190652 0.483 0.726 0 "4" "SULF2"
"ATG7.2" 0 0.770898079550796 0.934 0.933 0 "4" "ATG7"
"RGS2" 0 0.761998078637733 0.842 0.617 0 "4" "RGS2"
"C5AR1" 0 0.759683524965422 0.681 0.481 0 "4" "C5AR1"
"JUN" 0 0.738700532613689 0.811 0.772 0 "4" "JUN"
"LINC01482" 0 0.738662282033986 0.878 0.689 0 "4" "LINC01482"
"SLC16A7" 0 0.720800972330925 0.793 0.695 0 "4" "SLC16A7"
"VCAN" 0 0.718923414674071 0.8 0.761 0 "4" "VCAN"
"FOSL2" 0 0.706434115692994 0.787 0.616 0 "4" "FOSL2"
"PPP1R15A" 0 0.706339737986163 0.8 0.746 0 "4" "PPP1R15A"
"DACH1" 0 0.680878113585403 0.774 0.652 0 "4" "DACH1"
"PMP22" 0 0.673389031723378 0.284 0.574 0 "4" "PMP22"
"GNG12" 0 0.65182128706918 0.715 0.675 0 "4" "GNG12"
"P2RY8.1" 0 0.647663829857827 0.709 0.635 0 "4" "P2RY8"
"LINC01266" 0 0.638657273604143 0.716 0.529 0 "4" "LINC01266"
"CD44" 0 0.600605986753337 0.723 0.598 0 "4" "CD44"
"HSPA1B" 0 0.582680584839726 0.716 0.527 0 "4" "HSPA1B"
"HIST1H1D" 0 0.569910571633006 0.885 0.751 0 "4" "HIST1H1D"
"ZNF704" 0 0.546368713008061 0.762 0.678 0 "4" "ZNF704"
"PLPP3" 0 0.533131782240894 0.781 0.725 0 "4" "PLPP3"
"GALNTL6" 0 0.528703678698071 0.347 0.596 0 "4" "GALNTL6"
"ABLIM3" 0 0.520547733095377 0.727 0.449 0 "4" "ABLIM3"
"DGKB" 0 0.518754344877925 0.942 0.768 0 "4" "DGKB"
"CLEC2B" 0 0.490594837962626 0.861 0.563 0 "4" "CLEC2B"
"SOBP" 0 0.482587297310542 0.698 0.613 0 "4" "SOBP"
"MLLT3" 0 0.452263582335609 0.789 0.624 0 "4" "MLLT3"
"NCAM1.1" 0 0.436314668950608 0.84 0.713 0 "4" "NCAM1"
"IGF1R" 0 0.43594734750472 0.791 0.574 0 "4" "IGF1R"
"LINC01605.1" 0 0.431389852323844 0.782 0.687 0 "4" "LINC01605"
"RND3" 0 0.430289173496606 0.299 0.626 0 "4" "RND3"
"ATF3" 0 0.425538841965294 0.741 0.687 0 "4" "ATF3"
"CD28" 0 0.422561618568823 0.764 0.789 0 "4" "CD28"
"AP001636.3.3" 0 0.421191572332157 0.751 0.62 0 "4" "AP001636.3"
"KIAA1958" 0 0.417770427901606 0.783 0.628 0 "4" "KIAA1958"
"MCUB" 0 0.398786203344781 0.793 0.443 0 "4" "MCUB"
"LHFPL6" 0 0.396067280644928 0.863 0.623 0 "4" "LHFPL6"
"SNTB1" 0 0.392887477076067 0.869 0.734 0 "4" "SNTB1"
"LAMA2" 0 0.392789818422863 0.833 0.818 0 "4" "LAMA2"
"LINC01515" 0 0.39086033138536 0.77 0.78 0 "4" "LINC01515"
"NR6A1" 0 0.36863660249336 0.744 0.566 0 "4" "NR6A1"
"SUSD1.3" 0 0.366870905209273 0.763 0.568 0 "4" "SUSD1"
"HGF" 0 0.364607718654567 0.843 0.539 0 "4" "HGF"
"SNED1" 0 0.353800139445201 0.895 0.847 0 "4" "SNED1"
"CCDC88C" 0 0.350107915346791 0.86 0.483 0 "4" "CCDC88C"
"RNASE1" 0 0.347550010403359 0.287 0.376 0 "4" "RNASE1"
"PRUNE2" 0 0.344706671316951 0.799 0.626 0 "4" "PRUNE2"
"FRY" 0 0.344269546825246 0.81 0.676 0 "4" "FRY"
"ZNF804A.3" 0 0.341322993082049 0.792 0.698 0 "4" "ZNF804A"
"PRDM1" 0 0.338736901735276 0.76 0.492 0 "4" "PRDM1"
"TMTC1" 0 0.336507798630929 0.854 0.84 0 "4" "TMTC1"
"CREB5" 0 0.332074203145346 0.776 0.613 0 "4" "CREB5"
"MXI1" 0 0.330304875146997 0.768 0.658 0 "4" "MXI1"
"CCDC18" 0 0.325433982933566 0.803 0.598 0 "4" "CCDC18"
"ASTN2.1" 0 0.325211874388495 0.528 0.754 0 "4" "ASTN2"
"LINC00923" 0 0.32415551364021 0.811 0.529 0 "4" "LINC00923"
"LRRTM4" 0 0.31789374427539 0.842 0.759 0 "4" "LRRTM4"
"HTR7" 0 0.308665085939814 0.789 0.632 0 "4" "HTR7"
"PHLPP1" 0 0.303155367156046 0.814 0.632 0 "4" "PHLPP1"
"PPFIBP1" 0 0.299881613929369 0.898 0.806 0 "4" "PPFIBP1"
"ANXA2" 0 0.292889428912701 0.773 0.54 0 "4" "ANXA2"
"CLEC12A" 0 0.292422108378561 0.822 0.829 0 "4" "CLEC12A"
"TNFRSF11A" 0 0.288876216439517 0.751 0.578 0 "4" "TNFRSF11A"
"THBS1" 0 0.28797602932014 0.284 0.555 0 "4" "THBS1"
"CLMN" 0 0.286494263770498 0.782 0.571 0 "4" "CLMN"
"FSTL5" 0 0.282398677361015 0.921 0.645 0 "4" "FSTL5"
"GCH1" 0 0.278041471200582 0.822 0.455 0 "4" "GCH1"
"LDLRAD3" 0 0.277730601777812 0.298 0.543 0 "4" "LDLRAD3"
"BCL6.2" 0 0.274634137597714 0.764 0.585 0 "4" "BCL6"
"SGIP1" 0 0.269907622359495 0.866 0.63 0 "4" "SGIP1"
"CCDC30" 0 0.269240831918987 0.852 0.662 0 "4" "CCDC30"
"CDYL2" 0 0.262799792210622 0.769 0.72 0 "4" "CDYL2"
"SEMA5A" 0 0.25260335938306 0.853 0.674 0 "4" "SEMA5A"
"AC021594.2" 0 0.25029648939122 0.567 0.318 0 "4" "AC021594.2"
"AC078845.1" 0 -0.258848525513382 0.491 0.672 0 "4" "AC078845.1"
"PCSK5" 0 -0.263458124256045 0.459 0.695 0 "4" "PCSK5"
"PRKCE.2" 0 -0.26753980667047 0.502 0.733 0 "4" "PRKCE"
"LEPR" 0 -0.272023657295206 0.48 0.713 0 "4" "LEPR"
"OLFM2" 0 -0.274355236290772 0.324 0.723 0 "4" "OLFM2"
"MAP2K6.1" 0 -0.275410665939539 0.795 0.831 0 "4" "MAP2K6"
"LARGE1" 0 -0.275857141684517 0.444 0.605 0 "4" "LARGE1"
"TAGAP" 0 -0.281084037008629 0.633 0.748 0 "4" "TAGAP"
"ABCC3.3" 0 -0.286965141744954 0.825 0.831 0 "4" "ABCC3"
"GNLY" 0 -0.296364377731152 0.429 0.772 0 "4" "GNLY"
"ZEB1-AS1" 0 -0.303540607343376 0.432 0.679 0 "4" "ZEB1-AS1"
"RPLP2.2" 0 -0.308228952706916 0.346 0.601 0 "4" "RPLP2"
"AL163541.1" 0 -0.312830012095731 0.283 0.506 0 "4" "AL163541.1"
"SCMH1" 0 -0.312932502187436 0.418 0.617 0 "4" "SCMH1"
"SH3RF1" 0 -0.325413900619754 0.533 0.819 0 "4" "SH3RF1"
"SSPN" 0 -0.326543867676344 0.832 0.508 0 "4" "SSPN"
"STPG2" 0 -0.338108547896624 0.702 0.807 0 "4" "STPG2"
"SIPA1L1" 0 -0.347746079854131 0.694 0.834 0 "4" "SIPA1L1"
"ANTXR1" 0 -0.347986346585012 0.46 0.685 0 "4" "ANTXR1"
"LIPE-AS1.1" 0 -0.356134651128522 0.405 0.673 0 "4" "LIPE-AS1"
"STK32B.1" 0 -0.360097127031833 0.598 0.793 0 "4" "STK32B"
"AC090579.1" 0 -0.365471112293025 0.447 0.726 0 "4" "AC090579.1"
"ARID5B.3" 0 -0.368989293992621 0.586 0.849 0 "4" "ARID5B"
"CECR2.2" 0 -0.384536508673638 0.805 0.514 0 "4" "CECR2"
"MAGI3" 0 -0.38839161030228 0.533 0.673 0 "4" "MAGI3"
"KIRREL3.1" 0 -0.398335065957743 0.37 0.666 0 "4" "KIRREL3"
"PDPN.1" 0 -0.405814400090703 0.576 0.655 0 "4" "PDPN"
"UST.1" 0 -0.4143610281729 0.528 0.695 0 "4" "UST"
"ZNF407" 0 -0.415306223129065 0.434 0.694 0 "4" "ZNF407"
"XYLT1.4" 0 -0.421209873460877 0.905 0.866 0 "4" "XYLT1"
"LINC00578" 0 -0.427906378430184 0.813 0.531 0 "4" "LINC00578"
"CCDC146" 0 -0.434158014569241 0.525 0.68 0 "4" "CCDC146"
"KIAA1328" 0 -0.450746429251639 0.414 0.631 0 "4" "KIAA1328"
"PELI1.2" 0 -0.454165676807018 0.547 0.738 0 "4" "PELI1"
"AL445623.2" 0 -0.467553147507634 0.852 0.884 0 "4" "AL445623.2"
"IFNLR1.1" 0 -0.488976827069193 0.788 0.722 0 "4" "IFNLR1"
"LIPG" 0 -0.497187672930224 0.638 0.76 0 "4" "LIPG"
"TRAF3IP2-AS1" 0 -0.516142959785107 0.558 0.785 0 "4" "TRAF3IP2-AS1"
"ENPP1" 0 -0.517648457065062 0.865 0.74 0 "4" "ENPP1"
"RGS16.1" 0 -0.538110712001005 0.646 0.86 0 "4" "RGS16"
"PCLO" 0 -0.545782786355742 0.536 0.726 0 "4" "PCLO"
"SFMBT2" 0 -0.553337297626237 0.915 0.972 0 "4" "SFMBT2"
"MIR222HG.1" 0 -0.55975700022238 0.548 0.663 0 "4" "MIR222HG"
"MORC1.1" 0 -0.577881077363212 0.93 0.82 0 "4" "MORC1"
"HCG22" 0 -0.579605256116216 0.91 0.82 0 "4" "HCG22"
"LMCD1-AS1" 0 -0.581990043757289 0.752 0.827 0 "4" "LMCD1-AS1"
"FMNL2.2" 0 -0.582241956297688 0.781 0.923 0 "4" "FMNL2"
"CRADD.1" 0 -0.589877103063595 0.392 0.705 0 "4" "CRADD"
"TGFBR1.1" 0 -0.647657638799782 0.775 0.853 0 "4" "TGFBR1"
"ALCAM.1" 0 -0.655081812659307 0.706 0.811 0 "4" "ALCAM"
"NR3C2" 0 -0.668589823460064 0.535 0.873 0 "4" "NR3C2"
"SGK1.1" 0 -0.67614525187025 0.668 0.764 0 "4" "SGK1"
"CPA6.1" 0 -0.680153619210696 0.698 0.73 0 "4" "CPA6"
"KCNMA1" 0 -0.706769272772141 0.926 0.965 0 "4" "KCNMA1"
"PLPP1" 0 -0.726641837467569 0.744 0.734 0 "4" "PLPP1"
"ZEB1.1" 0 -0.737045382423658 0.65 0.751 0 "4" "ZEB1"
"SAMD12" 0 -0.759206315941812 0.865 0.874 0 "4" "SAMD12"
"STEAP1B.1" 0 -0.769457807071047 0.617 0.768 0 "4" "STEAP1B"
"OSBPL6.1" 0 -0.775275176579858 0.709 0.722 0 "4" "OSBPL6"
"RPS6KA2" 0 -0.792971581231595 0.58 0.743 0 "4" "RPS6KA2"
"AL158071.4.1" 0 -0.838452822472172 0.57 0.855 0 "4" "AL158071.4"
"PIP5K1B.2" 0 -0.854462677799146 0.645 0.702 0 "4" "PIP5K1B"
"PTPN14.2" 0 -0.861973961643631 0.473 0.64 0 "4" "PTPN14"
"SLC1A3.1" 0 -0.866480342369821 0.813 0.931 0 "4" "SLC1A3"
"SLC11A1.2" 0 -0.872761234494326 0.68 0.769 0 "4" "SLC11A1"
"TANC2.2" 0 -0.956136701662772 0.628 0.872 0 "4" "TANC2"
"MIR646HG.3" 0 -0.959746425205469 0.579 0.729 0 "4" "MIR646HG"
"SYTL3" 0 -0.961220114529855 0.596 0.816 0 "4" "SYTL3"
"AC066613.2.2" 0 -0.987905228464024 0.688 0.757 0 "4" "AC066613.2"
"HK2" 0 -0.991637415682295 0.607 0.775 0 "4" "HK2"
"PRDM11.4" 0 -1.00996731609962 0.444 0.698 0 "4" "PRDM11"
"A2M.1" 0 -1.01763665295431 0.723 0.821 0 "4" "A2M"
"WIPF3.4" 0 -1.02630085995462 0.89 0.928 0 "4" "WIPF3"
"KCNMB2-AS1.2" 0 -1.04454875308559 0.846 0.757 0 "4" "KCNMB2-AS1"
"RTTN" 0 -1.09993892310263 0.653 0.737 0 "4" "RTTN"
"ST6GAL1.1" 0 -1.11937902898856 0.843 0.937 0 "4" "ST6GAL1"
"PTPRG.3" 0 -1.15207081422254 0.842 0.909 0 "4" "PTPRG"
"KIF26B.1" 0 -1.19564902788733 0.87 0.818 0 "4" "KIF26B"
"SPP1.3" 0 -1.20482568533051 0.903 0.864 0 "4" "SPP1"
"HIVEP3.2" 0 -1.20996214859349 0.813 0.81 0 "4" "HIVEP3"
"KBTBD12.2" 0 -1.24382759421425 0.802 0.757 0 "4" "KBTBD12"
"KCNK13" 0 -1.24440925157231 0.838 0.788 0 "4" "KCNK13"
"OLR1.1" 0 -1.2986927575453 0.904 0.874 0 "4" "OLR1"
"TANC1.1" 0 -1.30179542345114 0.677 0.692 0 "4" "TANC1"
"DOCK4" 0 -1.3223394934235 0.957 0.998 0 "4" "DOCK4"
"HTRA1.2" 0 -1.33558369846065 0.776 0.739 0 "4" "HTRA1"
"IGSF21.2" 0 -1.44591680219724 0.442 0.679 0 "4" "IGSF21"
"FOXP2.4" 0 -1.45403718140358 0.799 0.728 0 "4" "FOXP2"
"KHDRBS3.2" 0 -1.46562997319422 0.826 0.765 0 "4" "KHDRBS3"
"CCDC26.1" 0 -1.510503248804 0.905 0.935 0 "4" "CCDC26"
"CX3CR1.2" 0 -1.51908161681897 0.877 0.803 0 "4" "CX3CR1"
"SOCS6.1" 0 -1.53949922534188 0.908 0.895 0 "4" "SOCS6"
"AC025569.1.1" 0 -1.54853029407159 0.797 0.868 0 "4" "AC025569.1"
"ADAMTS17.1" 0 -1.55087202384741 0.809 0.937 0 "4" "ADAMTS17"
"MARCH3.1" 0 -1.6017927285141 0.74 0.773 0 "4" "MARCH3"
"KCNQ3" 0 -1.6086109345029 0.937 0.961 0 "4" "KCNQ3"
"CACNA1A.1" 0 -1.6112243278246 0.482 0.78 0 "4" "CACNA1A"
"NAV3.2" 0 -1.6179027989302 0.694 0.873 0 "4" "NAV3"
"OXR1.1" 0 -1.6362318541476 0.791 0.881 0 "4" "OXR1"
